"","...1","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment","beach","city","latitude","longitude","funcgroup","status","plantStatus","hoursperday","visitsperhr"
"734",1034,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"735",1035,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"736",1036,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Chrysobalanus icaco","Xylocopa mordax",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,2.85714285714286
"737",1037,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"738",1038,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"739",1039,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.42857142857143
"740",1040,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"741",1041,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.571428571428571
"742",1042,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"743",1043,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"744",1044,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"745",1045,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,1,NA,"Scaevola plumieri","Apis mellifera",NA,8,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.28571428571429
"746",1046,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"747",1047,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"748",1048,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"749",1049,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"750",1050,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.285714285714286
"751",1051,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"752",1052,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Chrysobalanus icaco","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.571428571428571
"753",1053,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"754",1054,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"755",1055,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"756",1056,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"757",1057,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2
"758",1058,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"759",1059,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.42857142857143
"760",1060,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Centris decolorata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.285714285714286
"761",1061,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Centris decolorata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.285714285714286
"762",1062,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Chrysobalanus icaco","Centris decolorata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.285714285714286
"763",1063,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Scaevola plumieri","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"764",1064,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,2,NA,"Chrysobalanus icaco","Centris decolorata",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.857142857142857
"765",1065,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Agraulis vanillae insularis",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,0.857142857142857
"766",1066,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Agraulis vanillae insularis",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,0.285714285714286
"767",1067,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.571428571428571
"768",1068,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Chrysobalanus icaco","Centris decolorata",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.571428571428571
"769",1069,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"770",1070,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2
"771",1071,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,3,NA,"Scaevola plumieri","Agraulis vanillae insularis",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,0.285714285714286
"772",1072,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"773",1073,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"774",1074,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"775",1075,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"776",1076,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"777",1077,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"778",1078,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.285714285714286
"779",1079,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"780",1080,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.14285714285714
"781",1081,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Scaevola plumieri","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"782",1082,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Cyclargus ammon woodruffi",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,1.42857142857143
"783",1083,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Stictia signata",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.571428571428571
"784",1084,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Centris decolorata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.285714285714286
"785",1085,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Centris decolorata",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.857142857142857
"786",1086,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"787",1087,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"788",1088,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2
"789",1089,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"790",1090,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.571428571428571
"791",1091,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"792",1092,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.42857142857143
"793",1093,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Stictia signata",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,1.42857142857143
"794",1094,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Centris decolorata",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,2.85714285714286
"795",1095,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.71428571428571
"796",1096,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.28571428571429
"797",1097,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.42857142857143
"798",1098,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"799",1099,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.857142857142857
"800",1100,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.285714285714286
"801",1101,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,5,NA,"Chrysobalanus icaco","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2
"802",1102,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Stictia signata",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.857142857142857
"803",1103,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Xylocopa mordax",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.5,0.285714285714286
"804",1104,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.28571428571429
"805",1105,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,1.42857142857143
"806",1106,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2.85714285714286
"807",1107,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,2
"808",1108,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,6,NA,"Chrysobalanus icaco","Stictia signata",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,2
"809",1109,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,7,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.285714285714286
"810",1110,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,7,NA,"Bidens alba","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.571428571428571
"811",1111,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,7,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.285714285714286
"812",1112,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,8,NA,"Chrysobalanus icaco","Danaus plexippus portoricensis",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,0.285714285714286
"813",1113,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,8,NA,"Bidens alba","Campsomeris trifasciata",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.571428571428571
"814",1114,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,9,NA,"Chrysobalanus icaco","Panoquina panoquinoides panoquinoides",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",3.5,0.285714285714286
